Team,xG,Goals,Home/Away,Game
Crystal Palace,0.61,1,Away,Everton 1-1 Crystal Palace
Man Utd,1.56,2,Home,Man Utd 2-1 Brighton
Brighton,1.19,1,Away,Man Utd 2-1 Brighton
Aston Villa,1.92,3,Home,Aston Villa 3-1 Fulham
Fulham,1.41,1,Away,Aston Villa 3-1 Fulham
Newcastle,4.07,2,Home,Newcastle 2-2 Spurs
Spurs,2.30,2,Away,Newcastle 2-2 Spurs
Southampton,2.38,3,Home,Southampton 3-2 Burnley
Burnley,1.55,2,Away,Southampton 3-2 Burnley
Arsenal,0.09,0,Home,Arsenal 0-3 Liverpool
Liverpool,2.17,3,Away,Arsenal 0-3 Liverpool
Leicester,0.23,0,Home,Leicester 0-2 Man City
Man City,1.69,2,Away,Leicester 0-2 Man City
Leeds,2.53,2,Home,Leeds 2-1 Sheffield Utd
Sheffield Utd,1.08,1,Away,Leeds 2-1 Sheffield Utd
Chelsea,2.60,2,Home,Chelsea 2-5 West Brom
West Brom,1.47,5,Away,Chelsea 2-5 West Brom
Germany,2.05,1,Home,Germany 1-2 Macedonia
Macedonia,1.40,2,Away,Germany 1-2 Macedonia
Scotland,1.10,4,Home,Scotland 4-0 Faroe Islands
Faroe Islands,0.56,0,Away,Scotland 4-0 Faroe Islands
England,1.42,2,Home,England 2-1 Poland
Poland,0.57,1,Away,England 2-1 Poland
Gibraltar,0.00,0,Home,Gibraltar 0-7 Netherlands
Netherlands,8.31,7,Away,Gibraltar 0-7 Netherlands
Albania,0.40,0,Home,Albania 0-2 England
England,2.03,2,Away,Albania 0-2 England
Denmark,3.98,8,Home,Denmark 8-0 Moldova
Moldova,0.18,0,Away,Denmark 8-0 Moldova
Ireland,1.68,0,Home,Ireland 0-1 Luxembourg
Luxembourg,0.31,1,Away,Ireland 0-1 Luxembourg
Netherlands,6.14,2,Home,Netherlands 2-0 Latvia
Latvia,0.32,0,Away,Netherlands 2-0 Latvia
England,5.08,5,Home,England 5-0 San Marino
San Marino,0.05,0,Away,England 5-0 San Marino
Aston Villa,0.41,0,Home,Aston Villa 0-2 Spurs
Spurs,1.94,2,Away,Aston Villa 0-2 Spurs
West Ham,2.18,3,Home,West Ham 3-3 Arsenal
Arsenal,1.70,3,Away,West Ham 3-3 Arsenal
Brighton,1.07,3,Home,Brighton 3-0 Newcastle
Newcastle,0.09,0,Away,Brighton 3-0 Newcastle
Fulham,1.80,1,Home,Fulham 1-2 Leeds
Leeds,1.33,2,Away,Fulham 1-2 Leeds
AC Milan,0.98,0,Home,AC Milan 0-1 Man Utd
Man Utd,0.86,1,Away,AC Milan 0-1 Man Utd
Dinamo Zagreb,1.41,3,Home,Dinamo Zagreb 3-0 Spurs
Spurs,1.90,0,Away,Dinamo Zagreb 3-0 Spurs
Aubameyang,1.85,0,Home,Aubameyang 0-1 Olympiakos
Olympiakos,0.71,1,Away,Aubameyang 0-1 Olympiakos
Arsenal,2.58,0,Home,Arsenal 0-1 Olympiakos
Olympiakos,0.71,1,Away,Arsenal 0-1 Olympiakos
Bayern,1.75,2,Home,Bayern 2-1 Lazio
Lazio,1.09,1,Away,Bayern 2-1 Lazio
Chelsea,1.98,2,Home,Chelsea 2-0 Atletico
Atletico,0.61,0,Away,Chelsea 2-0 Atletico
Man City,1.43,2,Home,Man City 2-0 M’gladbach
M’gladbach,0.20,0,Away,Man City 2-0 M’gladbach
Real Madrid,2.89,3,Home,Real Madrid 3-1 Atalanta
Atalanta,1.19,1,Away,Real Madrid 3-1 Atalanta
Wolves,1.41,0,Home,Wolves 0-1 Liverpool
Liverpool,0.88,1,Away,Wolves 0-1 Liverpool
Man Utd,1.57,1,Home,Man Utd 1-0 West Ham
West Ham,0.61,0,Away,Man Utd 1-0 West Ham
Arsenal,1.78,2,Home,Arsenal 2-1 Spurs
Spurs,0.69,1,Away,Arsenal 2-1 Spurs
Leicester,4.55,5,Home,Leicester 5-0 Sheffield Utd
Sheffield Utd,0.07,0,Away,Leicester 5-0 Sheffield Utd
Southampton,1.03,1,Home,Southampton 1-2 Brighton
Brighton,0.97,2,Away,Southampton 1-2 Brighton
Fulham,0.46,0,Home,Fulham 0-3 Man City
Man City,2.42,3,Away,Fulham 0-3 Man City
Everton,1.70,1,Home,Everton 1-2 Burnley
Burnley,0.84,2,Away,Everton 1-2 Burnley
C Palace,1.25,1,Home,C Palace 1-0 West Brom
West Brom,0.71,0,Away,C Palace 1-0 West Brom
Leeds,0.49,0,Home,Leeds 0-0 Chelsea
Chelsea,0.79,0,Away,Leeds 0-0 Chelsea
Newcastle,1.23,1,Home,Newcastle 1-1 Aston Villa
Aston Villa,0.97,1,Away,Newcastle 1-1 Aston Villa
Spurs,1.85,2,Home,Spurs 2-0 Dinamo Zagreb
Dinamo Zagreb,0.31,0,Away,Spurs 2-0 Dinamo Zagreb
Olympiakos,0.93,1,Home,Olympiakos 1-3 Arsenal
Arsenal,1.07,3,Away,Olympiakos 1-3 Arsenal
Man Utd,2.07,1,Home,Man Utd 1-1 AC Milan
AC Milan,0.99,1,Away,Man Utd 1-1 AC Milan
PSG,1.54,1,Home,PSG 1-1 Barcelona
Barcelona,2.58,1,Away,PSG 1-1 Barcelona
Liverpool,3.37,2,Home,Liverpool 2-0 Leipzig
Leipzig,0.92,0,Away,Liverpool 2-0 Leipzig
Man City,3.21,5,Home,Man City 5-2 Southampton
Southampton,1.89,2,Away,Man City 5-2 Southampton
Juventus,3.61,3,Home,Juventus 3-2 Porto
Porto,1.99,2,Away,Juventus 3-2 Porto
Dortmund,2.07,2,Home,Dortmund 2-2 Sevilla
Sevilla,1.95,2,Away,Dortmund 2-2 Sevilla
West Ham,2.54,2,Home,West Ham 2-0 Leeds
Leeds,1.61,0,Away,West Ham 2-0 Leeds
Chelsea,2.90,2,Home,Chelsea 2-0 Everton
Everton,0.28,0,Away,Chelsea 2-0 Everton
Tottenham,2.09,4,Home,Tottenham 4-1 C Palace
C Palace,0.68,1,Away,Tottenham 4-1 C Palace
Man City,1.34,0,Home,Man City 0-2 Man Utd
Man Utd,2.16,2,Away,Man City 0-2 Man Utd
Liverpool,0.70,0,Home,Liverpool 0-1 Fulham
Fulham,1.35,1,Away,Liverpool 0-1 Fulham
West Brom,1.96,0,Home,West Brom 0-0 Newcastle
Newcastle,0.68,0,Away,West Brom 0-0 Newcastle
Brighton,0.94,1,Home,Brighton 1-2 Leicester
Leicester,1.01,2,Away,Brighton 1-2 Leicester
Aston Villa,1.06,0,Home,Aston Villa 0-0 Wolves
Wolves,2.44,0,Away,Aston Villa 0-0 Wolves
Sheffield Utd,0.82,0,Home,Sheffield Utd 0-2 Southampton
Southampton,2.11,2,Away,Sheffield Utd 0-2 Southampton
Burnley,1.07,1,Home,Burnley 1-1 Arsenal
Arsenal,2.89,1,Away,Burnley 1-1 Arsenal
19/20 KDB,8.30,1,Home,19/20 KDB 1--3 20/21 KDB
20/21 KDB,8.53,-3,Away,19/20 KDB 1--3 20/21 KDB
Liverpool,0.32,0,Home,Liverpool 0-1 Chelsea
Chelsea,1.20,1,Away,Liverpool 0-1 Chelsea
West Brom,1.14,0,Home,West Brom 0-1 Everton
Everton,1.37,1,Away,West Brom 0-1 Everton
Fulham,1.09,0,Home,Fulham 0-1 Tottenham
Tottenham,1.76,1,Away,Fulham 0-1 Tottenham
C Palace,1.04,0,Home,C Palace 0-0 Man Utd
Man Utd,0.78,0,Away,C Palace 0-0 Man Utd
Sheffield Utd,0.84,1,Home,Sheffield Utd 1-0 Aston Villa
Aston Villa,1.71,0,Away,Sheffield Utd 1-0 Aston Villa
Burnley,1.50,1,Home,Burnley 1-1 Leicester
Leicester,1.26,1,Away,Burnley 1-1 Leicester
Man City,3.37,4,Home,Man City 4-1 Wolves
Wolves,0.41,1,Away,Man City 4-1 Wolves
Everton,1.28,1,Home,Everton 1-0 Southampton
Southampton,0.93,0,Away,Everton 1-0 Southampton
Sheffield Utd,0.96,0,Home,Sheffield Utd 0-2 Liverpool
Liverpool,2.73,2,Away,Sheffield Utd 0-2 Liverpool
Chelsea,0.90,0,Home,Chelsea 0-0 Man Utd
Man Utd,0.38,0,Away,Chelsea 0-0 Man Utd
Tottenham,1.62,4,Home,Tottenham 4-0 Burnley
Burnley,0.69,0,Away,Tottenham 4-0 Burnley
C Palace,0.17,0,Home,C Palace 0-0 Fulham
Fulham,1.16,0,Away,C Palace 0-0 Fulham
Leicester,0.47,1,Home,Leicester 1-3 Arsenal
Arsenal,2.34,3,Away,Leicester 1-3 Arsenal
Newcastle,2.02,1,Home,Newcastle 1-1 Wolves
Wolves,1.35,1,Away,Newcastle 1-1 Wolves
Leeds,0.98,0,Home,Leeds 0-1 0-1 (0.98) Aston Villa
0-1 (0.98) Aston Villa,0.98,1,Away,Leeds 0-1 0-1 (0.98) Aston Villa
West Brom,1.13,1,Home,West Brom 1-0 Brighton
Brighton,3.14,0,Away,West Brom 1-0 Brighton
Antalyaspor,0.02,0,Home,Antalyaspor 0-0 Başakşehir
Başakşehir,0.05,0,Away,Antalyaspor 0-0 Başakşehir
Man City,0.82,2,Home,Man City 2-1 West Ham
West Ham,2.03,1,Away,Man City 2-1 West Ham
Man Utd,0.74,0,Home,Man Utd 0-0 Real Sociedad
Real Sociedad,1.40,0,Away,Man Utd 0-0 Real Sociedad
Leicester,0.58,0,Home,Leicester 0-2 Slavia Prague
Slavia Prague,0.89,2,Away,Leicester 0-2 Slavia Prague
Rangers,3.06,5,Home,Rangers 5-2 Antwerp
Antwerp,1.38,2,Away,Rangers 5-2 Antwerp
Arsenal,1.17,3,Home,Arsenal 3-2 Benfica
Benfica,1.09,2,Away,Arsenal 3-2 Benfica
Atalanta,0.13,0,Home,Atalanta 0-1 Real Madrid
Real Madrid,1.34,1,Away,Atalanta 0-1 Real Madrid
M’gladbach,0.56,0,Home,M’gladbach 0-2 Man City
Man City,1.67,2,Away,M’gladbach 0-2 Man City
Tottenham,1.93,4,Home,Tottenham 4-0 Wolfsberger
Wolfsberger,0.35,0,Away,Tottenham 4-0 Wolfsberger
Atletico,0.60,0,Home,Atletico 0-1 Chelsea
Chelsea,1.14,1,Away,Atletico 0-1 Chelsea
Lazio,0.97,1,Home,Lazio 1-4 Bayern Munich
Bayern Munich,2.66,4,Away,Lazio 1-4 Bayern Munich
Leeds,1.53,3,Home,Leeds 3-0 Southampton
Southampton,0.83,0,Away,Leeds 3-0 Southampton
Brighton,2.06,1,Home,Brighton 1-2 C Palace
C Palace,0.24,2,Away,Brighton 1-2 C Palace
Man Utd,1.62,3,Home,Man Utd 3-1 Newcastle
Newcastle,0.47,1,Away,Man Utd 3-1 Newcastle
Arsenal,0.39,0,Home,Arsenal 0-1 Man City
Man City,1.94,1,Away,Arsenal 0-1 Man City
Aston Villa,1.53,1,Home,Aston Villa 1-2 Leicester
Leicester,1.45,2,Away,Aston Villa 1-2 Leicester
West Ham,1.17,2,Home,West Ham 2-1 Tottenham
Tottenham,1.10,1,Away,West Ham 2-1 Tottenham
Liverpool,1.54,0,Home,Liverpool 0-2 Everton
Everton,2.04,2,Away,Liverpool 0-2 Everton
Burnley,0.65,0,Home,Burnley 0-0 West Brom
West Brom,1.59,0,Away,Burnley 0-0 West Brom
Southampton,0.73,1,Home,Southampton 1-1 Chelsea
Chelsea,1.44,1,Away,Southampton 1-1 Chelsea
Wolves,0.86,1,Home,Wolves 1-0 Liam Cooper
Liam Cooper,1.65,0,Away,Wolves 1-0 Liam Cooper
Wolves,0.86,1,Home,Wolves 1-0 Leeds
Leeds,2.67,0,Away,Wolves 1-0 Leeds
Antwerp,2.34,3,Home,Antwerp 3-4 Rangers
Rangers,3.71,4,Away,Antwerp 3-4 Rangers
Benfica,1.12,1,Home,Benfica 1-1 Arsenal
Arsenal,1.38,1,Away,Benfica 1-1 Arsenal
Slavia Prague,1.13,0,Home,Slavia Prague 0-0 Leicester
Leicester,0.41,0,Away,Slavia Prague 0-0 Leicester
Real Sociedad,0.42,0,Home,Real Sociedad 0-4 Man Utd
Man Utd,2.65,4,Away,Real Sociedad 0-4 Man Utd
Wolfsberger,2.17,1,Home,Wolfsberger 1-4 Spurs
Spurs,2.39,4,Away,Wolfsberger 1-4 Spurs
Everton,0.91,1,Home,Everton 1-3 Man City
Man City,1.25,3,Away,Everton 1-3 Man City
Porto,1.62,2,Home,Porto 2-1 Juventus
Juventus,0.80,1,Away,Porto 2-1 Juventus
Sevilla,1.27,2,Home,Sevilla 2-3 Dortmund
Dortmund,1.29,3,Away,Sevilla 2-3 Dortmund
Burnley,1.46,1,Home,Burnley 1-1 Fulham
Fulham,0.63,1,Away,Burnley 1-1 Fulham
Barcelona,1.67,1,Home,Barcelona 1-3 Kylian Mbappé
Kylian Mbappé,2.11,3,Away,Barcelona 1-3 Kylian Mbappé
Barcelona,1.67,1,Home,Barcelona 1-4 PSG
PSG,3.13,4,Away,Barcelona 1-4 PSG
Leipzig,1.25,0,Home,Leipzig 0-2 Liverpool
Liverpool,1.60,2,Away,Leipzig 0-2 Liverpool
Chelsea,2.69,2,Home,Chelsea 2-0 Newcastle
Newcastle,0.77,0,Away,Chelsea 2-0 Newcastle
West Ham,2.43,3,Home,West Ham 3-0 Sheffield Utd
Sheffield Utd,0.98,0,Away,West Ham 3-0 Sheffield Utd
Everton,0.49,0,Home,Everton 0-2 Fulham
Fulham,2.52,2,Away,Everton 0-2 Fulham
Aubameyang,2.02,3,Home,Aubameyang 3-2 Leeds
Leeds,1.06,2,Away,Aubameyang 3-2 Leeds
Arsenal,2.34,4,Home,Arsenal 4-2 Leeds
Leeds,1.06,2,Away,Arsenal 4-2 Leeds
West Brom,1.29,1,Home,West Brom 1-1 Man Utd
Man Utd,0.57,1,Away,West Brom 1-1 Man Utd
Southampton,0.88,1,Home,Southampton 1-2 Wolves
Wolves,1.30,2,Away,Southampton 1-2 Wolves
Brighton,2.59,0,Home,Brighton 0-0 Aston Villa
Aston Villa,0.13,0,Away,Brighton 0-0 Aston Villa
Man City,2.54,3,Home,Man City 3-0 Spurs
Spurs,0.40,0,Away,Man City 3-0 Spurs
C Palace,0.59,0,Home,C Palace 0-3 Burnley
Burnley,2.06,3,Away,C Palace 0-3 Burnley
Leicester,2.63,3,Home,Leicester 3-1 Liverpool
Liverpool,1.07,1,Away,Leicester 3-1 Liverpool
Leeds,2.46,2,Home,Leeds 2-0 C Palace
C Palace,0.65,0,Away,Leeds 2-0 C Palace
Sheffield Utd,0.63,1,Home,Sheffield Utd 1-2 Chelsea
Chelsea,1.54,2,Away,Sheffield Utd 1-2 Chelsea
Liverpool,1.31,1,Home,Liverpool 1-2 Ilkay Gundogan
Ilkay Gundogan,2.36,2,Away,Liverpool 1-2 Ilkay Gundogan
Liverpool,1.31,1,Home,Liverpool 1-4 Man City
Man City,3.52,4,Away,Liverpool 1-4 Man City
Wolves,1.66,0,Home,Wolves 0-0 Leicester
Leicester,1.21,0,Away,Wolves 0-0 Leicester
Tottenham,1.98,2,Home,Tottenham 2-0 West Brom
West Brom,0.65,0,Away,Tottenham 2-0 West Brom
Man Utd,1.48,3,Home,Man Utd 3-3 Everton
Everton,1.78,3,Away,Man Utd 3-3 Everton
Fulham,1.76,0,Home,Fulham 0-0 West Ham
West Ham,1.10,0,Away,Fulham 0-0 West Ham
Newcastle,1.07,3,Home,Newcastle 3-2 Southampton
Southampton,1.38,2,Away,Newcastle 3-2 Southampton
Burnley,2.14,1,Home,Burnley 1-1 Brighton
Brighton,0.62,1,Away,Burnley 1-1 Brighton
Aston Villa,1.30,1,Home,Aston Villa 1-0 Arsenal
Arsenal,0.93,0,Away,Aston Villa 1-0 Arsenal
Spurs,0.58,0,Home,Spurs 0-1 Chelsea
Chelsea,2.25,1,Away,Spurs 0-1 Chelsea
Aston Villa,0.86,1,Home,Aston Villa 1-3 West Ham
West Ham,1.69,3,Away,Aston Villa 1-3 West Ham
Liverpool,0.94,0,Home,Liverpool 0-1 Brighton
Brighton,1.47,1,Away,Liverpool 0-1 Brighton
Leeds,1.48,1,Home,Leeds 1-2 Everton
Everton,1.98,2,Away,Leeds 1-2 Everton
Fulham,0.99,0,Home,Fulham 0-2 Leicester
Leicester,1.44,2,Away,Fulham 0-2 Leicester
Burnley,0.07,0,Home,Burnley 0-2 Man City
Man City,2.28,2,Away,Burnley 0-2 Man City
Newcastle,2.04,1,Home,Newcastle 1-2 C Palace
C Palace,0.70,2,Away,Newcastle 1-2 C Palace
Man Utd,5.23,9,Home,Man Utd 9-0 Southampton
Southampton,0.47,0,Away,Man Utd 9-0 Southampton
Sheffield Utd,1.38,2,Home,Sheffield Utd 2-1 West Brom
West Brom,1.65,1,Away,Sheffield Utd 2-1 West Brom
Wolves,1.67,2,Home,Wolves 2-1 Arsenal
Arsenal,0.79,1,Away,Wolves 2-1 Arsenal
Brighton,1.97,1,Home,Brighton 1-0 Spurs
Spurs,0.46,0,Away,Brighton 1-0 Spurs
West Ham,1.24,1,Home,West Ham 1-3 Liverpool
Liverpool,2.38,3,Away,West Ham 1-3 Liverpool
Leicester,2.05,1,Home,Leicester 1-3 Leeds
Leeds,1.79,3,Away,Leicester 1-3 Leeds
Chelsea,1.43,2,Home,Chelsea 2-0 Burnley
Burnley,0.40,0,Away,Chelsea 2-0 Burnley
Southampton,2.51,0,Home,Southampton 0-1 Aston Villa
Aston Villa,0.86,1,Away,Southampton 0-1 Aston Villa
Arsenal,0.97,0,Home,Arsenal 0-0 Edinson Cavani
Edinson Cavani,1.20,0,Away,Arsenal 0-0 Edinson Cavani
Man City,1.24,1,Home,Man City 1-0 Sheffield Utd
Sheffield Utd,0.16,0,Away,Man City 1-0 Sheffield Utd
C Palace,1.48,1,Home,C Palace 1-0 Wolves
Wolves,0.65,0,Away,C Palace 1-0 Wolves
Everton,1.09,0,Home,Everton 0-2 Newcastle
Newcastle,2.02,2,Away,Everton 0-2 Newcastle
Spurs,0.13,1,Home,Spurs 1-3 Liverpool
Liverpool,2.56,3,Away,Spurs 1-3 Liverpool
Man Utd,1.20,1,Home,Man Utd 1-2 Sheffield Utd
Sheffield Utd,0.67,2,Away,Man Utd 1-2 Sheffield Utd
Everton,0.71,1,Home,Everton 1-1 Leicester
Leicester,1.18,1,Away,Everton 1-1 Leicester
Brighton,2.26,0,Home,Brighton 0-0 Fulham
Fulham,0.79,0,Away,Brighton 0-0 Fulham
Chelsea,0.73,0,Home,Chelsea 0-0 Wolves
Wolves,0.68,0,Away,Chelsea 0-0 Wolves
Burnley,0.77,3,Home,Burnley 3-2 Aston Villa
Aston Villa,2.94,2,Away,Burnley 3-2 Aston Villa
Southampton,1.30,1,Home,Southampton 1-3 Arsenal
Arsenal,1.84,3,Away,Southampton 1-3 Arsenal
West Brom,0.57,0,Home,West Brom 0-5 Man City
Man City,2.06,5,Away,West Brom 0-5 Man City
Newcastle,1.40,1,Home,Newcastle 1-2 Leeds
Leeds,0.93,2,Away,Newcastle 1-2 Leeds
C Palace,0.77,2,Home,C Palace 2-3 West Ham
West Ham,3.45,3,Away,C Palace 2-3 West Ham
Aston Villa,2.68,2,Home,Aston Villa 2-0 Newcastle
Newcastle,0.65,0,Away,Aston Villa 2-0 Newcastle
Liverpool,2.06,0,Home,Liverpool 0-1 Burnley
Burnley,0.93,1,Away,Liverpool 0-1 Burnley
Fulham,1.00,1,Home,Fulham 1-2 Man Utd
Man Utd,1.94,2,Away,Fulham 1-2 Man Utd
Man City,3.95,2,Home,Man City 2-0 Aston Villa
Aston Villa,0.84,0,Away,Man City 2-0 Aston Villa
Leicester,1.43,2,Home,Leicester 2-0 Chelsea
Chelsea,0.80,0,Away,Leicester 2-0 Chelsea
West Ham,1.76,2,Home,West Ham 2-1 West Brom
West Brom,0.49,1,Away,West Ham 2-1 West Brom
Arsenal,2.58,3,Home,Arsenal 3-0 Newcastle
Newcastle,0.16,0,Away,Arsenal 3-0 Newcastle
John Stones,0.74,2,Home,John Stones 2-0 C Palace
C Palace,0.05,0,Away,John Stones 2-0 C Palace
Man City,1.30,4,Home,Man City 4-0 C Palace
C Palace,0.05,0,Away,Man City 4-0 C Palace
Liverpool,1.56,0,Home,Liverpool 0-0 Man Utd
Man Utd,1.23,0,Away,Liverpool 0-0 Man Utd
Sheffield Utd,1.08,1,Home,Sheffield Utd 1-3 Spurs
Spurs,1.22,3,Away,Sheffield Utd 1-3 Spurs
Leicester,2.57,2,Home,Leicester 2-0 Southampton
Southampton,0.51,0,Away,Leicester 2-0 Southampton
Fulham,0.84,0,Home,Fulham 0-1 Chelsea
Chelsea,1.44,1,Away,Fulham 0-1 Chelsea
Leeds,0.21,0,Home,Leeds 0-1 Brighton
Brighton,1.18,1,Away,Leeds 0-1 Brighton
Wolves,2.34,2,Home,Wolves 2-3 West Brom
West Brom,2.59,3,Away,Wolves 2-3 West Brom
Arsenal,0.62,0,Home,Arsenal 0-0 C Palace
C Palace,0.77,0,Away,Arsenal 0-0 C Palace
Son,1.45,0,Home,Son 0-1 Fulham
Fulham,0.99,1,Away,Son 0-1 Fulham
Spurs,3.27,1,Home,Spurs 1-1 Fulham
Fulham,0.99,1,Away,Spurs 1-1 Fulham
Man City,2.60,1,Home,Man City 1-0 Brighton
Brighton,0.26,0,Away,Man City 1-0 Brighton
Burnley,0.69,0,Home,Burnley 0-1 Man Utd
Man Utd,1.55,1,Away,Burnley 0-1 Man Utd
Wolves,1.25,1,Home,Wolves 1-2 Everton
Everton,0.28,2,Away,Wolves 1-2 Everton
Sheffield Utd,2.21,1,Home,Sheffield Utd 1-0 Newcastle
Newcastle,1.34,0,Away,Sheffield Utd 1-0 Newcastle
Osasuna,0.70,0,Home,Osasuna 0-0 Real Madrid
Real Madrid,0.36,0,Away,Osasuna 0-0 Real Madrid
Schalke,1.93,4,Home,Schalke 4-0 Hoffenheim
Hoffenheim,2.04,0,Away,Schalke 4-0 Hoffenheim
Man Utd,0.86,0,Home,Man Utd 0-2 Man City
Man City,1.45,2,Away,Man Utd 0-2 Man City
Lorenzo Insigne,1.82,0,Home,Lorenzo Insigne 0-2 Spezia
Spezia,1.94,2,Away,Lorenzo Insigne 0-2 Spezia
Napoli,4.10,1,Home,Napoli 1-2 Spezia
Spezia,1.94,2,Away,Napoli 1-2 Spezia
Tottenham,1.57,2,Home,Tottenham 2-0 Brentford
Brentford,0.59,0,Away,Tottenham 2-0 Brentford
Southampton,0.31,1,Home,Southampton 1-0 Liverpool
Liverpool,1.44,0,Away,Southampton 1-0 Liverpool
Huesca,0.47,0,Home,Huesca 0-1 Barcelona
Barcelona,3.52,1,Away,Huesca 0-1 Barcelona
Chelsea,1.04,1,Home,Chelsea 1-3 Man City
Man City,3.29,3,Away,Chelsea 1-3 Man City
Newcastle,0.76,1,Home,Newcastle 1-2 Leicester
Leicester,1.00,2,Away,Newcastle 1-2 Leicester
Inter Milan,2.63,6,Home,Inter Milan 6-2 Crotone
Crotone,2.17,2,Away,Inter Milan 6-2 Crotone
West Brom,0.85,0,Home,West Brom 0-2 Lacazette
Lacazette,2.08,2,Away,West Brom 0-2 Lacazette
West Brom,0.85,0,Home,West Brom 0-4 Arsenal
Arsenal,4.15,4,Away,West Brom 0-4 Arsenal
Brighton,2.70,3,Home,Brighton 3-3 Wolves
Wolves,2.04,3,Away,Brighton 3-3 Wolves
C Palace,0.60,2,Home,C Palace 2-0 Sheffield Utd
Sheffield Utd,0.34,0,Away,C Palace 2-0 Sheffield Utd
Tottenham,2.66,3,Home,Tottenham 3-0 Leeds
Leeds,1.32,0,Away,Tottenham 3-0 Leeds
Man Utd,2.48,2,Home,Man Utd 2-1 Aston Villa
Aston Villa,1.97,1,Away,Man Utd 2-1 Aston Villa
Everton,0.45,0,Home,Everton 0-1 West Ham
West Ham,1.47,1,Away,Everton 0-1 West Ham
Elche,1.06,1,Home,Elche 1-1 Real Madrid
Real Madrid,1.69,1,Away,Elche 1-1 Real Madrid
Newcastle,0.80,0,Home,Newcastle 0-0 Mo Salah
Mo Salah,1.04,0,Away,Newcastle 0-0 Mo Salah
Newcastle,0.80,0,Home,Newcastle 0-0 Liverpool
Liverpool,1.67,0,Away,Newcastle 0-0 Liverpool
Man Utd,1.34,1,Home,Man Utd 1-0 Wolves
Wolves,0.44,0,Away,Man Utd 1-0 Wolves
Barcelona,2.52,1,Home,Barcelona 1-1 Eibar
Eibar,0.78,1,Away,Barcelona 1-1 Eibar
Southampton,0.67,0,Home,Southampton 0-0 West Ham
West Ham,1.33,0,Away,Southampton 0-0 West Ham
Brighton,0.89,0,Home,Brighton 0-1 Arsenal
Arsenal,1.36,1,Away,Brighton 0-1 Arsenal
West Brom,0.70,0,Home,West Brom 0-5 Leeds
Leeds,1.34,5,Away,West Brom 0-5 Leeds
Chelsea,1.24,1,Home,Chelsea 1-1 Aston Villa
Aston Villa,1.08,1,Away,Chelsea 1-1 Aston Villa
C Palace,0.45,1,Home,C Palace 1-0 Iheanacho
Iheanacho,1.19,0,Away,C Palace 1-0 Iheanacho
C Palace,0.45,1,Home,C Palace 1-1 Leicester
Leicester,1.96,1,Away,C Palace 1-1 Leicester
Wolves,1.07,1,Home,Wolves 1-1 Tottenham
Tottenham,0.38,1,Away,Wolves 1-1 Tottenham
Liverpool,1.76,1,Home,Liverpool 1-1 West Brom
West Brom,0.76,1,Away,Liverpool 1-1 West Brom
West Ham,1.60,2,Home,West Ham 2-2 Brighton
Brighton,1.63,2,Away,West Ham 2-2 Brighton
Leeds,2.28,1,Home,Leeds 1-0 Burnley
Burnley,1.35,0,Away,Leeds 1-0 Burnley
Sheffield Utd,1.20,0,Home,Sheffield Utd 0-1 Everton
Everton,0.63,1,Away,Sheffield Utd 0-1 Everton
Man City,3.18,2,Home,Man City 2-0 Newcastle
Newcastle,0.34,0,Away,Man City 2-0 Newcastle
Arsenal,2.09,3,Home,Arsenal 3-1 Chelsea
Chelsea,2.42,1,Away,Arsenal 3-1 Chelsea
Aston Villa,5.04,3,Home,Aston Villa 3-0 C Palace
C Palace,1.07,0,Away,Aston Villa 3-0 C Palace
Leicester,0.82,2,Home,Leicester 2-2 Man Utd
Man Utd,2.05,2,Away,Leicester 2-2 Man Utd
Chelsea,2.42,3,Home,Chelsea 3-0 West Ham
West Ham,0.68,0,Away,Chelsea 3-0 West Ham
West Brom,0.02,0,Home,West Brom 0-3 Aston Villa
Aston Villa,2.86,3,Away,West Brom 0-3 Aston Villa
Man Utd,4.50,6,Home,Man Utd 6-2 Leeds
Leeds,2.33,2,Away,Man Utd 6-2 Leeds
Spurs,0.89,0,Home,Spurs 0-2 Leicester
Leicester,1.57,2,Away,Spurs 0-2 Leicester
Brighton,3.35,1,Home,Brighton 1-1 Sheffield Utd
Sheffield Utd,0.92,1,Away,Brighton 1-1 Sheffield Utd
Newcastle,1.42,1,Home,Newcastle 1-1 Fulham
Fulham,1.45,1,Away,Newcastle 1-1 Fulham
Everton,0.74,2,Home,Everton 2-1 Arsenal
Arsenal,1.53,1,Away,Everton 2-1 Arsenal
Barcelona,2.70,2,Home,Barcelona 2-2 Valencia
Valencia,2.18,2,Away,Barcelona 2-2 Valencia
Southampton,0.95,0,Home,Southampton 0-1 Man City
Man City,1.07,1,Away,Southampton 0-1 Man City
C Palace,0.46,0,Home,C Palace 0-7 Liverpool
Liverpool,2.72,7,Away,C Palace 0-7 Liverpool
Sheffield Utd,1.78,2,Home,Sheffield Utd 2-3 Man Utd
Man Utd,2.10,3,Away,Sheffield Utd 2-3 Man Utd
Aston Villa,2.32,0,Home,Aston Villa 0-0 Burnley
Burnley,0.31,0,Away,Aston Villa 0-0 Burnley
Liverpool,1.29,2,Home,Liverpool 2-1 Spurs
Spurs,1.65,1,Away,Liverpool 2-1 Spurs
Leicester,0.93,0,Home,Leicester 0-2 Everton
Everton,1.82,2,Away,Leicester 0-2 Everton
